name,nat,dob,bp,ateam,league,year,dteam,overall,removed,why,height,weight,pos,shoots
Sergei Olympijev,BLR,1975-01-12,"Minsk, Belarus",Minsk Dynamo,Russia,1993-01-01,3,86,N,,70.0,172.0,LW,L
Chad Lang,CAN,1975-02-11,"New Market, ON  CAN",Peterborough Petes,OHL,1993-01-01,25,87,N,,70.0,188.0,G,L
Charles Paquette,CAN,1975-06-17,"Lachute, QC  CAN",Sherbrooke Faucons,QMJHL,1993-01-01,6,88,N,,73.0,193.0,D,L
Jamal Mayers,CAN,1974-10-24,"Toronto, ON  CAN",Western Michigan University,NCAA,1993-01-01,19,89,N,,73.0,215.0,RW,R
Eric Daze,CAN,1975-07-02,"Montreal, QC  CAN",Beauport Harfangs,QMJHL,1993-01-01,16,90,N,,78.0,235.0,LW,L
Cosmo Dupaul,CAN,1975-04-11,"Pointe Claire, QC  CAN",Victoriaville Tigres,QMJHL,1993-01-01,9,91,N,,72.0,186.0,C,L
Warren Luhning,CAN,1975-07-03,"Edmonton, AB  CAN",Calgary Royals,AJHL,1993-01-01,2,92,N,,74.0,205.0,RW,R
Ravil Gusmanov,RUS,1972-06-25,"Naberezhnye Chelny, Russia",Chelyabinsk Traktor,Russia,1993-01-01,33,93,N,,75.0,185.0,RW,L
Bob Wren,CAN,1974-09-16,"Preston, ON  CAN",Detroit Jr. Red Wings,OHL,1993-01-01,26,94,N,,70.0,190.0,LW,L
Jason Smith,CAN,1974-11-19,"Calgary, AB  CAN",Princeton University,NCAA,1993-01-01,20,95,N,,76.0,210.0,D,L
Marty Murray,CAN,1975-02-16,"Lyletonne, MB  CAN",Brandon Wheat Kings,WHL,1993-01-01,20,96,N,,69.0,180.0,C,L
John Jakopin,CAN,1975-05-16,"Toronto, ON  CAN",St. Michael'S H.S.,MTJHL,1993-01-01,17,97,N,,77.0,239.0,D,R
Dieter Kochan,CAN,1974-05-11,"Saskatoon, SK  CAN",Kelowna Spartans,BCJHL,1993-01-01,23,98,N,,73.0,165.0,G,L
Jean-Francois Houle,CAN,1975-01-14,"LaSalle, QC  CAN",Northwood Prep,N.Y.,1993-01-01,8,99,N,,68.0,145.0,LW,L
Benoit Larose,CAN,1973-05-31,"Ottawa, ON  CAN",Laval Titan,QMJHL,1993-01-01,17,100,N,,72.0,194.0,D,L
Ryan Tocher,CAN,1975-06-14,"Hamilton, ON  CAN",Niagara Falls Thunder,OHL,1993-01-01,32,101,N,,73.0,194.0,D,R
Patrik Pysz,POL,1975-01-15,"Novytarg, Poland",Augsburg Ev,2.GBun,1993-01-01,16,102,N,,71.0,187.0,C,L
Shawn Bates,USA,1975-04-03,"Medford, MA  USA",Medford H.S.,Mass.,1993-01-01,6,103,N,,72.0,210.0,C,R
Jonas Andersson-Junkka,SWE,1975-05-04,"Kiruna, Sweden",Kiruna,Sweden,1993-01-01,5,104,N,,74.0,165.0,D,R
Frederick Beaubien,CAN,1975-04-01,"Lauzon, QC  CAN",St. Hyacinthe Lasers,QMJHL,1993-01-01,26,105,N,,73.0,204.0,G,L
Andrei Buschan,UKR,1970-08-21,"Kiev, Ukraine",Kiev Sokol,Russia,1993-01-01,28,106,N,,74.0,194.0,D,L
Ryan Brown,CAN,1974-09-19,"Boyle, AB  CAN",Swift Current Broncos,WHL,1993-01-01,14,107,N,,75.0,215.0,D,R
Mikhail Shtalenkov,RUS,1965-10-20,"Moscow, Russia",Milwaukee Admirals,IHL,1993-01-01,24,108,N,,73.0,184.0,G,L
Todd Macdonald,CAN,1975-07-05,"Charlestown, PE  CAN",Tacoma Rockets,WHL,1993-01-01,13,109,N,,72.0,155.0,G,L
John Guirestante,CAN,1975-05-11,"Toronto, ON  CAN",London Knights,OHL,1993-01-01,1,110,N,,74.0,172.0,RW,R
Miroslav Satan,SVK,1974-10-22,"Topolcany, Slovakia",Dukla Trencin,Czech,1993-01-01,22,111,N,,75.0,191.0,RW,L
Gary Roach,CAN,1975-02-04,"Sault Ste. Marie, ON  CAN",Sault Ste. Marie Greyhounds,OHL,1993-01-01,3,112,N,,73.0,180.0,D,L
Jeff Lank,CAN,1975-03-01,"Indian Head, SK  CAN",Prince Albert Raiders,WHL,1993-01-01,8,113,Y,Unsigned,75.0,200.0,D,L
Vladimir Krechin,RUS,1975-03-23,"Chelyabinsk, Russia",Chelyabinsk Traktor,Russia,1993-01-01,4,114,N,,71.0,180.0,LW,L
Nolan Pratt,CAN,1975-08-14,"Fort McMurray, AB  CAN",Portland Winter Hawks,WHL,1993-01-01,34,115,N,,75.0,207.0,D,L
Richard Safarik,SVK,1975-02-26,"Nova Zausky, Slovakia",Nitra,Czech.,1993-01-01,7,116,N,,75.0,194.0,LW,L
Jason Saal,USA,1975-02-01,"Detroit, MI  USA",Detroit Jr. Red Wings,OHL,1993-01-01,26,117,N,,69.0,165.0,G,L
Tommy Salo,SWE,1971-02-01,"Surahammar, Sweden",Vasteras Ik,SEL,1993-01-01,2,118,N,,72.0,180.0,G,L
Larry Courville,CAN,1975-04-02,"Timmins, ON  CAN",Newmarket Royals,OHL,1993-01-01,33,119,Y,Unsigned,73.0,180.0,LW,L
Tomas Vlasak,CZE,1975-02-01,"Prague, Czech Republic",Slavia Praha Hc,,1993-01-01,26,120,N,,70.0,175.0,C,R
Darryl Lafrance,CAN,1974-03-20,"Sudbury, ON  CAN",Oshawa Generals,OHL,1993-01-01,20,121,N,,71.0,175.0,C,R
John Emmons,USA,1974-08-17,"San Jose, CA  USA",Yale University,NCAA,1993-01-01,20,122,N,,72.0,185.0,C,L
Zdenek Nedved,CZE,1975-03-03,"Pzkladno, Czech Republic",Sudbury Wolves,OHL,1993-01-01,10,123,N,,72.0,180.0,RW,L
Scott Walker,CAN,1973-07-19,"Cambridge, ON  CAN",Owen Sound Platers,OHL,1993-01-01,23,124,N,,70.0,196.0,RW,R
Dion Darling,CAN,1974-10-22,"Edmonton, AB  CAN",Spokane Chiefs,WHL,1993-01-01,8,125,N,,75.0,205.0,D,L
Norm Maracle,CAN,1974-10-02,"Belleville, ON  CAN",Saskatoon Blades,WHL,1993-01-01,17,126,N,,69.0,175.0,G,L
Anders Myrvold,NOR,1975-08-12,"Lorenskog, Norway",Farjestads Bk Karlstad,SEL,1993-01-01,32,127,N,,73.0,178.0,D,L
Jonni Vauhkonen,FIN,1975-01-01,"Suonenjoki, Finland",Reipas Lahti,FINLAND,1993-01-01,16,128,N,,74.0,189.0,LW,L
Andrei Sapozhnikov,RUS,1971-06-15,"Chelyabinsk, Russia",Chelyabinsk Traktor,Russia,1993-01-01,6,129,N,,73.0,185.0,D,L
Chris Kelleher,USA,1975-03-23,"Cambridge, MA  USA",St. Sebastian'S School,HIGH-MA,1993-01-01,5,130,N,,73.0,215.0,D,L
Rick Bodkin,CAN,1975-03-30,"Hamilton, ON  CAN",Sudbury Wolves,OHL,1993-01-01,9,131,N,,76.0,179.0,C,L
Petri Varis,FIN,1969-05-13,"Helsinki, Finland",Assat Pori,FINLAND,1993-01-01,28,132,N,,73.0,200.0,LW,L
Kiley Hill,CAN,1975-01-02,"Sudbury, ON  CAN",Sault Ste. Marie Greyhounds,OHL,1993-01-01,14,133,N,,75.0,205.0,LW,L
Antti Aalto,FIN,1975-03-04,"Lappeenranta, Finland",Tps Turku,FINLAND,1993-01-01,24,134,N,,74.0,214.0,C,L
Alain Nasreddine,CAN,1975-07-10,"Montreal, QC  CAN",Drummondville Voltigeurs,QMJHL,1993-01-01,13,135,N,,73.0,204.0,D,L
Rick Mrozik,USA,1975-01-02,"Duluth, MN  USA",Cloquet H.S.,Minn.,1993-01-01,25,136,N,,75.0,225.0,D,L
Nicholas Checco,USA,1974-11-18,"Minneapolis, MN  USA",Bloomington Jefferson H.S.,Minn.,1993-01-01,32,137,N,,71.0,185.0,C,L
Dave Trofimenkoff,CAN,1975-01-20,"Calgary, AB  CAN",Lethbridge Hurricanes,WHL,1993-01-01,3,138,N,,72.0,177.0,G,R
Per Svartvadet,SWE,1975-05-17,"Ornskoldsvik, Sweden",Modo Hockey Ornskoldsvik,SEL,1993-01-01,25,139,N,,73.0,190.0,C,L
Mike Crowley,USA,1975-07-04,"Bloomington, MN  USA",Bloomington Jefferson H.S.,Minn.,1993-01-01,4,140,N,,71.0,165.0,D,L
Todd Kelman,CAN,1975-01-05,"Calgary, AB  CAN",Vernon Lakers,BCJHL,1993-01-01,19,141,N,,73.0,190.0,D,L
Kevin Pozzo,CAN,1974-10-11,"Calgary, AB  CAN",Moose Jaw Warriors,WHL,1993-01-01,7,142,N,,73.0,176.0,D,R
Steve Brule,CAN,1975-01-15,"Montreal, QC  CAN",St. Jean Lynx,QMJHL,1993-01-01,1,143,N,,72.0,200.0,C,R
Peter Leboutillier,CAN,1975-01-11,"Neepawa, MB  CAN",Red Deer Rebels,WHL,1993-01-01,2,144,Y,Unsigned,73.0,198.0,RW,R
Michal Grosek,CZE,1975-06-01,"Vyskov, Czech Republic",Zlin Zps Ac,Czech,1993-01-01,33,145,N,,74.0,216.0,LW,R
Jere Karalahti,FIN,1975-03-25,"Helsinki, Finland",Hifk Helsinki,FINLAND,1993-01-01,26,146,N,,74.0,210.0,D,R
Frank Banham,CAN,1975-04-14,"Calahoo, AB  CAN",Saskatoon Blades,WHL,1993-01-01,15,147,N,,73.0,208.0,RW,R
Andreas Karlsson,SWE,1975-08-19,"Luvika, Sweden",Leksands If,SEL,1993-01-01,20,148,N,,76.0,201.0,C,L
Paul Vincent,USA,1975-01-04,"Utica, NY  USA",Cushing Academy,HIGH-MA,1993-01-01,10,149,N,,76.0,200.0,C,L
Troy Creurer,CAN,1975-05-02,"Regina, SK  CAN",Notre Dame Hounds,SJHL,1993-01-01,23,150,N,,73.0,180.0,D,L
Darcy Tucker,CAN,1975-03-15,"Castor, AB  CAN",Kamloops Blazers,WHL,1993-01-01,8,151,N,,70.0,178.0,RW,L
Tim Spitzig,CAN,1974-04-15,"Goderich, ON  CAN",Kitchener Rangers,OHL,1993-01-01,17,152,N,,72.0,195.0,RW,R
Christian Matte,CAN,1975-01-20,"Hull, QC  CAN",Granby Bisons,QMJHL,1993-01-01,32,153,N,,71.0,186.0,RW,R
Fredrik Oduya,SWE,1975-05-31,"Stockholm, Sweden",Ottawa 67'S,OHL,1993-01-01,28,154,N,,74.0,184.0,D,L
Milt Mastad,CAN,1975-03-05,"Regina, SK  CAN",Seattle Thunderbirds,WHL,1993-01-01,6,155,N,,75.0,205.0,D,L
Patrick Lalime,CAN,1974-07-07,"St. Bonaventure, QC  CAN",Shawinigan Cataractes,QMJHL,1993-01-01,5,156,N,,75.0,192.0,G,L
Sergei Polischuk,RUS,1975-01-11,"Moscow, Russia",Krylja Sovetov,Russia,1993-01-01,9,157,N,,74.0,195.0,D,L
Anatoli Filatov,KAZ,1975-03-29,"Kazhastan, Kazakhstan",Ust-Kamenogorsk Torpedo,Russia,1993-01-01,28,158,N,,69.0,174.0,RW,R
Mathieu Raby,CAN,1975-01-19,"Hull, QC  CAN",Victoriaville Tigres,QMJHL,1993-01-01,14,159,N,,74.0,204.0,D,R
Matt Peterson,USA,1975-02-15,"St. Louis Park, MN  USA",Osseo H.S.,Mich.,1993-01-01,24,160,N,,74.0,190.0,D,L
Trevor Doyle,CAN,1974-01-01,"Ottawa, ON  CAN",Kingston Frontenacs,OHL,1993-01-01,13,161,N,,75.0,204.0,D,R
Sergei Kondrashkin,RUS,1975-04-02,"Cherepovets, Russia",Cherepovets Metallurg,Russia,1993-01-01,3,162,N,,71.0,172.0,LW,L
Alexander Zhurik,RUS,1975-05-29,"Minsk, Russia",Dynamo Minsk,Russia,1993-01-01,22,163,N,,75.0,191.0,D,L
Todd Marchant,USA,1973-08-12,"Buffalo, NY  USA",Clarkson U.,NCAA,1993-01-01,3,164,N,,70.0,179.0,C,L
Jeremy Stasiuk,CAN,1974-12-26,"Saskatoon, SK  CAN",Spokane Chiefs,WHL,1993-01-01,25,165,N,,71.0,189.0,RW,R
Aaron Israel,USA,1973-06-04,"Boston, MA  USA",Harvard U.,NCAA,1993-01-01,4,166,N,,74.0,175.0,G,L
Mike Buzak,CAN,1973-02-10,"Edson, AB  CAN",Michigan State U.,NCAA,1993-01-01,19,167,N,,75.0,183.0,G,L
Sergei Petrenko,UKR,1968-09-10,"Kharkov, Ukraine",Moscow Dynamo,Russia,1993-01-01,7,168,N,,71.0,167.0,LW,L
Nikolai Zavarukhin,RUS,1975-03-18,"Ufa, Russia",Ufa Salavat Yulayev,Russia,1993-01-01,1,169,N,,69.0,167.0,LW,L
Darren Van Impe,CAN,1973-05-18,"Saskatoon, SK  CAN",Red Deer Rebels,WHL,1993-01-01,2,170,N,,73.0,205.0,D,L
Martin Woods,CAN,1975-05-14,"Hull, QC  CAN",Victoriaville Tigres,QMJHL,1993-01-01,33,171,N,,70.0,196.0,D,R
Justin Martin,USA,1975-05-01,"Syracuse, NY  USA",Essex Junction H.S.,Vermont,1993-01-01,26,172,N,,76.0,210.0,LW,L
Daniel Hendrickson,USA,1974-12-26,"Minneapolis, MN  USA",St. Paul Vulcans,USHL,1993-01-01,15,173,N,,70.0,180.0,RW,R
Andrew Brunette,CAN,1973-08-24,"Sudbury, ON  CAN",Owen Sound Platers,OHL,1993-01-01,15,174,N,,73.0,210.0,LW,L
Jeff Andrews,CAN,1975-05-10,"Lindsay, ON  CAN",North Bay Centennials,OHL,1993-01-01,10,175,N,,76.0,196.0,LW,L
Jevgeni Babariko,RUS,1974-03-03,"Nizhny Novgorod, Russia",Nizhny Novgorod Torpedo,Russia,1993-01-01,23,176,N,,73.0,183.0,C,L
David Ruhly,USA,1974-03-23,"Madison, WI  USA",Culver Military Academy,Ind.,1993-01-01,8,177,N,,72.0,185.0,LW,L
Yuri Yeresko,RUS,1975-08-30,"Moscow, Russia",Cska,Russia,1993-01-01,17,178,N,,71.0,178.0,D,L
David Ling,CAN,1975-01-09,"Halifax, NS  CAN",Kingston Frontenacs,OHL,1993-01-01,32,179,N,,70.0,204.0,RW,R
Tom White,USA,1975-08-25,"Chicago, IL  USA",Westminster H.S.,Conn.,1993-01-01,16,180,N,,73.0,185.0,C,L
Ryan Golden,USA,1974-10-15,"Boston, MA  USA",Reading H.S.,Mass.,1993-01-01,6,181,N,,75.0,197.0,C,L
Sean Selmser,CAN,1974-11-10,"Calgary, AB  CAN",Red Deer Rebels,WHL,1993-01-01,5,182,N,,73.0,182.0,LW,L
Jason Disher,CAN,1975-05-28,"Windsor, ON  CAN",Kingston Frontenacs,OHL,1993-01-01,9,183,N,,74.0,202.0,D,L
Todd Holt,CAN,1973-01-20,"Oxbow, SK  CAN",Swift Current Broncos,WHL,1993-01-01,28,184,N,,66.0,153.0,RW,R
Ryan Nauss,CAN,1975-01-19,"Toronto, ON  CAN",Peterborough Petes,OHL,1993-01-01,14,185,N,,77.0,196.0,LW,L
Tom Askey,USA,1974-10-04,"Kenmore, NY  USA",Ohio State U.,NCAA,1993-01-01,24,186,N,,73.0,206.0,G,L
Briane Thompson,CAN,1974-04-17,"Peterborough, ON  CAN",Sault Ste. Marie Greyhounds,OHL,1993-01-01,13,187,N,,75.0,205.0,D,L
Manny Legace,CAN,1973-02-04,"Toronto, ON  CAN",Niagara Falls Thunder,OHL,1993-01-01,34,188,N,,70.0,200.0,G,L
Martin Bakula,CZE,1970-06-23,"Kladno, Czech Republic",U. Of Alaska-Anchorage,NCAA,1993-01-01,22,189,N,,73.0,190.0,D,L
Eddy Campbell,USA,1974-11-26,"Worcester, MA  USA",Omaha Lancers,USHL,1993-01-01,3,190,N,,74.0,208.0,D,L
Rob Lurtsema,USA,1974-10-28,"Minnesota, MN  USA",Burnsville H.S.,Minn.,1993-01-01,25,191,N,,77.0,237.0,LW,L
Paul Healey,CAN,1975-03-20,"Edmonton, AB  CAN",Prince Albert Raiders,WHL,1993-01-01,4,192,N,,74.0,198.0,RW,R
Eric Boguniecki,USA,1975-05-06,"New Haven, CT  USA",Westminster H.S.,Conn.,1993-01-01,19,193,N,,68.0,198.0,C,R
Mike Barrie,CAN,1974-03-16,"Kelowna, BC  CAN",Victoria Cougars,WHL,1993-01-01,7,194,N,,73.0,170.0,C,R
Thomas Cullen,CAN,1975-07-14,"Mississauga, ON  CAN",Wexford,MTJHL,1993-01-01,1,195,N,,73.0,205.0,D,L
Rod Hinks,CAN,1973-04-11,"Toronto, ON  CAN",Sudbury Wolves,OHL,1993-01-01,2,196,N,,70.0,178.0,C,L
Adrian Murray,CAN,1975-09-04,"Ajax, ON  CAN",Newmarket Royals,OHL,1993-01-01,33,197,N,,75.0,175.0,D,L
John-Travis Dillabough,CAN,1975-06-20,"Peterborough, ON  CAN",Wexford Jr. B,MTJHL,1993-01-01,26,198,N,,73.0,170.0,C,L
Joel Poirier,CAN,1975-01-15,"Richmond Hill, ON  CAN",Sudbury Wolves,OHL,1993-01-01,15,199,N,,73.0,195.0,LW,L
Derek Sylvester,USA,1975-05-15,"Columbus, OH  USA",Niagara Falls Thunder,OHL,1993-01-01,20,200,N,,74.0,215.0,RW,R
David Brumby,CAN,1975-05-21,"Victoria, BC  CAN",Tri-City Americans,WHL,1993-01-01,10,201,N,,72.0,170.0,G,L
Sean Tallaire,CAN,1973-10-03,"Steinbach, MB  CAN",Lake Superior State U.,NCAA,1993-01-01,23,202,N,,70.0,185.0,RW,R
Alan Letang,CAN,1975-09-04,"Renfrew, ON  CAN",Newmarket Royals,OHL,1993-01-01,8,203,N,,72.0,205.0,D,L
Viteslav Skuta,CZE,1974-07-17,"Vitkovice, Czech Republic",Vitkovice Hc,Czech,1993-01-01,17,204,N,,72.0,198.0,D,L
Petr Franek,CZE,1975-04-06,"Most, Czech Republic",Litvinov Chp Hc,,1993-01-01,32,205,N,,71.0,185.0,G,L
Sergei Petrov,RUS,1975-01-22,"St. Petersburg, Russia",Cloquet H.S.,Minn.,1993-01-01,16,206,N,,71.0,185.0,LW,L
Hal Gill,USA,1975-04-06,"Concord, MA  USA",Nashoba H.S.,Okla.,1993-01-01,6,207,N,,79.0,241.0,D,L
Larry Mcmorran,CAN,1975-05-16,"Toronto, ON  CAN",Seattle Thunderbirds,WHL,1993-01-01,5,208,N,,75.0,193.0,C,R
Toby Kvalevog,USA,1974-12-22,"Fargo, ND  USA",Bemidji H.S.,Minn.,1993-01-01,9,209,N,,70.0,170.0,G,L
Jonas Forsberg,SWE,1975-06-15,"Stockholm, Sweden",Djurgardens If Stockholm,SEL,1993-01-01,28,210,N,,70.0,154.0,G,L
Alexandre Laporte,CAN,1975-05-01,"Cowansville, QC  CAN",Victoriaville Tigres,QMJHL,1993-01-01,14,211,N,,75.0,210.0,D,R
Vitaly Kozel,BLR,1975-05-26,"Minsk, Belarus",Novops,Russia,1993-01-01,24,212,N,,75.0,187.0,C,L
Chad Cabana,CAN,1974-10-01,"Bonnyville, AB  CAN",Tri-City Americans,WHL,1993-01-01,13,213,N,,73.0,200.0,LW,L
Dimitri Gorenko,RUS,1973-02-13,"Barnaul, Russia",Cska,Russia,1993-01-01,34,214,N,,72.0,165.0,LW,L
Brad Norton,USA,1975-02-13,"Cambridge, MA  USA",Cushing Academy,HIGH-MA,1993-01-01,22,215,N,,76.0,230.0,D,L
Ken Shepard,CAN,1974-01-20,"Toronto, ON  CAN",Oshawa Generals,OHL,1993-01-01,3,216,N,,70.0,192.0,G,L
Vladimir Potapov,RUS,1975-06-21,"Elektrostal, Russia",Kristall Elektostal,Russia,1993-01-01,33,217,N,,74.0,187.0,LW,L
Tripp Tracy,USA,1973-12-20,"Detroit, MI  USA",Harvard U.,NCAA,1993-01-01,4,218,N,,70.0,170.0,G,R
Mike Grier,USA,1975-01-05,"Detroit, MI  USA",St. Sebastian'S School,HIGH-MA,1993-01-01,19,219,N,,73.0,224.0,RW,R
Barrie Moore,CAN,1975-05-22,"London, ON  CAN",Sudbury Wolves,OHL,1993-01-01,7,220,N,,71.0,198.0,LW,L
Judd Lambert,CAN,1974-06-03,"Richmond, BC  CAN",Chilliwack Chiefs,BCJHL,1993-01-01,1,221,N,,72.0,165.0,G,L
Daniel Johansson,SWE,1974-09-10,"Glimakra, Sweden",Rogle Angelholm,SEL,1993-01-01,2,222,N,,71.0,176.0,D,R
Ilja Stashenkov,RUS,1974-08-26,"Moscow, Russia",Krylja Sovetov,Russia,1993-01-01,33,223,N,,71.0,178.0,D,L
Martin Strbak,SVK,1975-01-15,"Presov, Slovakia",Presov Vtj Hk,,1993-01-01,26,224,N,,75.0,210.0,D,L
Jason Gladney,CAN,1974-01-26,"Toronto, ON  CAN",Kitchener Rangers,OHL,1993-01-01,15,225,N,,71.0,198.0,D,L
E.J. Bradley,USA,1975-01-01,"Long Island, NY  USA",Tabor Academy,Mass.,1993-01-01,4,226,N,,70.0,182.0,C,L
Pavol Demitra,SVK,1974-11-29,"Dubnica nad Váhom, Slovakia",Dukla Trencin,Czech,1993-01-01,9,227,N,,72.0,200.0,RW,L
Harije Vitolinish,LVA,1968-04-30,"Riga, Latvia",Chur,SwissA,1993-01-01,33,228,N,,75.0,205.0,C,L
Alexandre Duchesne,CAN,1974-01-04,"Val D'or, QC  CAN",Drummondville Voltigeurs,QMJHL,1993-01-01,8,229,N,,72.0,212.0,LW,L
Ryan Shanahan,USA,1975-04-03,"Buffalo, NY  USA",Sudbury Wolves,OHL,1993-01-01,17,230,N,,72.0,161.0,RW,R
Vincent Auger,CAN,1975-03-07,"Quebec, QC  CAN",Hawkesbury,CJHL,1993-01-01,32,231,N,,70.0,175.0,C,L
Mike Rusk,CAN,1975-04-26,"Milton, ON  CAN",Guelph Storm,OHL,1993-01-01,16,232,N,,73.0,175.0,D,L
Joel Prpic,CAN,1974-09-25,"Sudbury, ON  CAN",Waterloo Black Hawks,USHL,1993-01-01,6,233,N,,78.0,236.0,C,L
Timothy Harberts,USA,1975-05-20,"Edina, MN  USA",Wayzata H.S.,Minn.,1993-01-01,5,234,N,,73.0,185.0,C,R
Rick Schuhwerk,USA,1973-03-22,"Hingham, MA  USA",Canterbury H.S.,Conn.,1993-01-01,9,235,N,,73.0,195.0,D,R
Jeff Salajko,CAN,1975-04-18,"Kitchener, ON  CAN",Ottawa 67'S,OHL,1993-01-01,28,236,N,,72.0,172.0,G,L
Brett Duncan,CAN,1973-02-15,"Kitchener, ON  CAN",Seattle Thunderbirds,WHL,1993-01-01,14,237,N,,72.0,208.0,D,R
Anatoli Fedotov,RUS,1966-05-11,"Saratov, Russia",Krylja Sovetov,Russia,1993-01-01,24,238,N,,72.0,178.0,D,L
John Demarco,USA,1975-01-27,"Boston, MA  USA",Archbishop Williams H.S.,Mass.,1993-01-01,13,239,N,,76.0,210.0,D,L
Wes Swinson,CAN,1975-05-26,"Peterborough, ON  CAN",Kitchener Rangers,OHL,1993-01-01,34,240,N,,74.0,183.0,D,L
Oleg Maltsev,RUS,1963-04-15,"Chelyabinsk, Russia",Chelyabinsk Traktor,Russia,1993-01-01,22,241,N,,75.0,224.0,LW,L
Andrei Kudinov,RUS,1970-06-28,"Chelyabinsk, Russia",Chelyabinsk Traktor,Russia,1993-01-01,3,242,N,,72.0,185.0,RW,L
Jordan Willis,CAN,1975-02-28,"Kincardine, ON  CAN",London Knights,OHL,1993-01-01,25,243,N,,69.0,155.0,G,L
Jeffrey Staples,CAN,1975-03-04,"Kitimat, BC  CAN",Brandon Wheat Kings,WHL,1993-01-01,4,244,N,,74.0,207.0,D,L
Libor Prochazka,CZE,1974-04-25,"Vlasim, Czech Republic",Kladno Poldi,Czech,1993-01-01,19,245,N,,72.0,185.0,D,R
Chris Davis,CAN,1974-12-01,"Calgary, AB  CAN",Calgary Royals,AJHL,1993-01-01,7,246,N,,75.0,177.0,G,L
Jimmy Provencher,CAN,1975-03-22,"Kitchener, ON  CAN",St. Jean Lynx,QMJHL,1993-01-01,1,247,N,,75.0,200.0,RW,R
Stephane Larocque,CAN,1974-07-24,"Hull, QC  CAN",Sherbrooke Faucons,QMJHL,1993-01-01,2,248,N,,73.0,214.0,RW,R
Bill Lang,CAN,1973-07-16,"Newmarket, ON  CAN",North Bay Centennials,OHL,1993-01-01,25,249,N,,70.0,181.0,C,R
Kimmo Timonen,FIN,1975-03-18,"Kuopio, Finland",Kalpa Kuopio,FINLAND,1993-01-01,26,250,N,,70.0,194.0,D,L
Marc Seliger,DEU,1974-05-01,"Rosenheim, Germany",Rosenheim Star Bulls,DEL,1993-01-01,15,251,N,,70.0,156.0,G,L
German Titov,RUS,1965-10-16,"Moscow, Russia",Tps Turku,FINLAND,1993-01-01,20,252,N,,73.0,203.0,C,L
Kyle Ferguson,CAN,1973-08-12,"Toronto, ON  CAN",Michigan Tech,NCAA,1993-01-01,10,253,N,,75.0,215.0,RW,R
Bert Robertsson,SWE,1974-06-30,"Sodertalje, Sweden",Sodertalje Sk,SEL,1993-01-01,23,254,N,,75.0,210.0,D,L
Brian Larochelle,USA,1974-08-08,"Manchester, NH  USA",Phillips-Exeter Academy,N.H.,1993-01-01,8,255,N,,73.0,185.0,G,L
James Kosecki,USA,1975-03-11,"Syracuse, NY  USA",Berkshire H.S.,Mass.,1993-01-01,17,256,N,,73.0,170.0,G,L
Mark Pivetz,CAN,1973-12-09,"Edmonton, AB  CAN",Saskatoon,SJHL,1993-01-01,32,257,N,,75.0,205.0,D,L
Mike Mcghan,CAN,1975-07-11,"Edmonton, AB  CAN",Prince Albert Raiders,WHL,1993-01-01,16,258,N,,73.0,177.0,LW,L
Joakim Persson,SWE,1970-05-04,"Upplands Väsby, Sweden",Hammarby Ik,Sweden,1993-01-01,6,259,N,,71.0,175.0,G,L
Leonid Toropchenko,RUS,1968-08-28,"Voskresensk, Russia",Springfield Indians,AHL,1993-01-01,5,260,N,,76.0,235.0,C,L
Pavel Komarov,RUS,1974-02-28,"Nizhny Novgorod, Russia",Nizhny Novgorod Torpedo,Russia,1993-01-01,3,261,N,,71.0,176.0,D,L
Jamie Matthews,CAN,1973-05-25,"Amherst, NS  CAN",Sudbury Wolves,OHL,1993-01-01,28,262,N,,73.0,188.0,C,R
Mark Szoke,CAN,1974-08-12,"High Level, AB  CAN",Lethbridge Hurricanes,WHL,1993-01-01,14,263,N,,71.0,185.0,LW,L
David Penney,USA,1974-05-16,"Easton, MA  USA",Worcester H.S.,Mass.,1993-01-01,24,264,N,,73.0,175.0,LW,L
Eric Montreuil,CAN,1975-05-18,"Verdun, QC  CAN",Chicoutimi Sagueneens,QMJHL,1993-01-01,13,265,N,,73.0,170.0,C,L
Igor Chibirev,RUS,1968-04-19,"Penza, Russia",Fort Wayne Komets,IHL,1993-01-01,34,266,N,,72.0,170.0,C,L
Ilya Byakin,RUS,1963-02-02,"Sverdlovsk, Russia",Landshut Ev,DEL,1993-01-01,22,267,N,,69.0,183.0,D,L
Maxim Smelnitski,RUS,1974-03-24,"Chelyabinsk, Russia",Chelyabinsk Traktor,Russia,1993-01-01,3,268,N,,75.0,207.0,C,L
Cory Peterson,USA,1975-06-10,"Minneapolis, MN  USA",Bloomington Jefferson H.S.,Minn.,1993-01-01,25,269,N,,74.0,205.0,D,L
Kenneth Hemenway,USA,1975-08-01,"Boston, MA  USA",Alaska All-Stars,Midget,1993-01-01,4,270,N,,73.0,175.0,D,R
Alexander Vasilevskii,UKR,1975-01-08,"Kiev, Ukraine",Victoria Cougars,WHL,1993-01-01,19,271,N,,70.0,170.0,RW,L
Scott Nichol,CAN,1974-12-31,"Edmonton, AB  CAN",Portland Winter Hawks,WHL,1993-01-01,7,272,N,,69.0,180.0,C,R
Michael Legg,CAN,1975-05-25,"London, ON  CAN",London,MOJHL,1993-01-01,1,273,N,,71.0,165.0,RW,R
Carl Charland,CAN,1975-05-13,"Chicoutimi, QC  CAN",Hull Olympiques,QMJHL,1993-01-01,2,274,N,,71.0,180.0,LW,L
